"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"M&amp;M","EQ","24-Jan-2018","        769.05","        769.05","        771.00","        752.40","        756.50","        755.40","        758.37","    2080315","          1577655371.15","      36248","    1570279","         75.48"
"M&amp;M","EQ","25-Jan-2018","        755.40","        756.50","        762.00","        748.35","        762.00","        757.80","        756.24","    2878048","          2176498419.40","      45389","    1966167","         68.32"
"M&amp;M","EQ","29-Jan-2018","        757.80","        757.30","        772.00","        757.30","        763.00","        764.35","        765.82","    2074165","          1588430944.65","      41464","    1433140","         69.09"
"M&amp;M","EQ","30-Jan-2018","        764.35","        764.00","        768.65","        753.10","        764.90","        764.90","        761.66","    1648188","          1255359127.15","      34725","    1107535","         67.20"
"M&amp;M","EQ","31-Jan-2018","        764.90","        764.80","        771.15","        756.65","        765.90","        763.05","        764.35","    2242045","          1713702172.50","      38342","    1630492","         72.72"
"M&amp;M","EQ","01-Feb-2018","        763.05","        768.90","        802.55","        763.00","        801.00","        798.75","        785.19","    6896060","          5414711116.15","     122264","    3297909","         47.82"
"M&amp;M","EQ","02-Feb-2018","        798.75","        798.75","        800.00","        765.55","        770.00","        770.25","        785.84","    3783976","          2973610028.25","      75961","    2211067","         58.43"
"M&amp;M","EQ","05-Feb-2018","        770.25","        762.90","        769.75","        745.00","        762.45","        760.50","        761.22","    2018332","          1536395408.25","      61130","    1308138","         64.81"
"M&amp;M","EQ","06-Feb-2018","        760.50","        743.80","        759.90","        730.75","        751.80","        751.80","        749.27","    5626253","          4215604282.25","      70135","    4279375","         76.06"
"M&amp;M","EQ","07-Feb-2018","        751.80","        767.40","        771.95","        743.75","        746.00","        747.10","        753.83","    1909559","          1439475921.70","      52968","     961729","         50.36"
"M&amp;M","EQ","08-Feb-2018","        747.10","        754.00","        760.70","        746.00","        755.90","        752.20","        755.16","    3024010","          2283602013.80","      58172","    2004379","         66.28"
"M&amp;M","EQ","09-Feb-2018","        752.20","        747.00","        753.30","        742.00","        750.00","        750.05","        749.66","    2214895","          1660429189.60","      48257","    1390360","         62.77"
"M&amp;M","EQ","12-Feb-2018","        750.05","        770.00","        770.00","        743.00","        746.05","        746.00","        752.01","    2662221","          2002007302.65","      54819","    1095561","         41.15"
"M&amp;M","EQ","14-Feb-2018","        746.00","        751.80","        753.95","        742.05","        743.90","        746.95","        749.85","    1207191","           905217068.35","      46664","     578768","         47.94"
"M&amp;M","EQ","15-Feb-2018","        746.95","        748.10","        751.30","        743.50","        748.95","        749.35","        748.66","    1652980","          1237511917.35","      24107","     998763","         60.42"
"M&amp;M","EQ","16-Feb-2018","        749.35","        752.65","        753.75","        742.00","        742.50","        743.75","        745.61","    1042980","           777657492.70","      17042","     587662","         56.34"
"M&amp;M","EQ","19-Feb-2018","        743.75","        744.00","        744.80","        716.05","        726.30","        724.65","        726.95","    1185926","           862111584.85","      29659","     572597","         48.28"
"M&amp;M","EQ","20-Feb-2018","        724.65","        726.80","        733.20","        703.00","        709.00","        709.00","        715.17","    2981323","          2132162040.65","      54968","    1884808","         63.22"
"M&amp;M","EQ","21-Feb-2018","        709.00","        716.00","        716.00","        701.00","        708.00","        708.40","        706.54","    2290218","          1618119691.65","      93312","    1482464","         64.73"
"M&amp;M","EQ","22-Feb-2018","        708.40","        702.00","        724.50","        700.40","        721.60","        721.95","        712.55","    3325355","          2369486209.05","      64376","    2234680","         67.20"
"M&amp;M","EQ","23-Feb-2018","        721.95","        722.55","        724.00","        714.00","        719.90","        718.65","        718.51","    1648932","          1184777574.35","      58671","     994049","         60.28"
"M&amp;M","EQ","26-Feb-2018","        718.65","        722.00","        737.00","        719.25","        735.40","        735.40","        730.40","    1525511","          1114235548.80","      37699","     836279","         54.82"
"M&amp;M","EQ","27-Feb-2018","        735.40","        741.90","        742.00","        731.00","        738.90","        739.80","        738.20","    1429191","          1055035720.60","      37912","     784993","         54.93"
"M&amp;M","EQ","28-Feb-2018","        739.80","        734.00","        734.95","        725.10","        727.00","        728.35","        729.97","    1814444","          1324487288.25","      47123","    1335754","         73.62"
"M&amp;M","EQ","01-Mar-2018","        728.35","        728.00","        736.50","        727.50","        731.00","        732.55","        733.15","    1831321","          1342628831.75","      40238","    1200086","         65.53"
"M&amp;M","EQ","05-Mar-2018","        732.55","        727.00","        743.00","        722.15","        737.00","        739.60","        734.23","    2170367","          1593557964.50","      47618","    1524477","         70.24"
"M&amp;M","EQ","06-Mar-2018","        739.60","        743.00","        743.00","        716.00","        719.90","        719.90","        728.80","    1763292","          1285079104.25","      64751","    1043383","         59.17"
"M&amp;M","EQ","07-Mar-2018","        719.90","        721.00","        725.80","        702.45","        707.80","        707.80","        709.08","    2343794","          1661927541.10","      57817","    1420042","         60.59"
"M&amp;M","EQ","08-Mar-2018","        707.80","        710.55","        729.20","        707.10","        724.00","        726.65","        721.59","    2500680","          1804468257.95","      52819","    1150799","         46.02"
"M&amp;M","EQ","09-Mar-2018","        726.65","        726.90","        739.70","        723.45","        726.00","        728.50","        733.70","    2191343","          1607784912.35","      46970","    1428282","         65.18"
"M&amp;M","EQ","12-Mar-2018","        728.50","        735.05","        739.25","        731.20","        737.00","        737.10","        735.01","    1867680","          1372760169.45","      24168","    1245004","         66.66"
"M&amp;M","EQ","13-Mar-2018","        737.10","        736.95","        741.00","        730.45","        732.00","        733.00","        734.31","    1823994","          1339377667.85","      57031","    1081259","         59.28"
"M&amp;M","EQ","14-Mar-2018","        733.00","        730.95","        734.30","        723.10","        728.70","        728.20","        728.46","    1366237","           995251678.95","      32697","     751519","         55.01"
"M&amp;M","EQ","15-Mar-2018","        728.20","        731.00","        737.90","        729.80","        734.35","        734.85","        734.25","    1249262","           917275843.50","      37029","     685193","         54.85"
"M&amp;M","EQ","16-Mar-2018","        734.85","        739.00","        752.00","        735.55","        742.15","        740.75","        744.81","    4929069","          3671216537.55","      97289","    3235804","         65.65"
"M&amp;M","EQ","19-Mar-2018","        740.75","        741.75","        749.00","        739.00","        741.00","        742.70","        744.15","    2081202","          1548719529.80","      60872","    1005742","         48.33"
"M&amp;M","EQ","20-Mar-2018","        742.70","        740.40","        744.00","        732.05","        741.20","        740.95","        736.12","    1248986","           919405871.35","      28659","     681688","         54.58"
"M&amp;M","EQ","21-Mar-2018","        740.95","        743.00","        750.75","        739.50","        747.00","        745.35","        747.06","    2788242","          2082991007.40","      39066","    2130088","         76.40"
"M&amp;M","EQ","22-Mar-2018","        745.35","        747.05","        748.90","        726.00","        731.00","        730.85","        733.92","    1877037","          1377604263.15","      53019","    1104031","         58.82"
"M&amp;M","EQ","23-Mar-2018","        730.85","        725.00","        737.30","        721.20","        733.00","        732.90","        731.46","    2276332","          1665038548.95","      43761","    1412342","         62.04"
"M&amp;M","EQ","26-Mar-2018","        732.90","        734.35","        750.00","        727.05","        745.00","        746.50","        741.70","    1890961","          1402531846.50","      42750","    1040490","         55.02"
"M&amp;M","EQ","27-Mar-2018","        746.50","        749.00","        752.00","        741.60","        744.00","        744.90","        744.76","    2422064","          1803858152.50","      66328","    1797981","         74.23"
"M&amp;M","EQ","28-Mar-2018","        744.90","        744.00","        746.00","        735.00","        737.00","        738.90","        738.54","    3301815","          2438530248.70","      67315","    2260424","         68.46"
"M&amp;M","EQ","02-Apr-2018","        738.90","        748.90","        751.85","        737.20","        747.50","        748.05","        745.49","    3567965","          2659866487.60","      66835","    2486849","         69.70"
"M&amp;M","EQ","03-Apr-2018","        748.05","        748.00","        771.40","        745.05","        770.00","        770.10","        760.57","    2500384","          1901704645.35","      49920","    1144249","         45.76"
"M&amp;M","EQ","04-Apr-2018","        770.10","        773.00","        786.75","        749.10","        758.00","        756.55","        770.82","    3295198","          2540009133.70","      57547","    1672221","         50.75"
"M&amp;M","EQ","05-Apr-2018","        756.55","        770.00","        781.00","        766.60","        771.80","        774.60","        775.60","    2224647","          1725440418.20","      48616","    1365549","         61.38"
"M&amp;M","EQ","06-Apr-2018","        774.60","        774.60","        774.60","        764.05","        771.45","        771.95","        770.18","    1194886","           920273281.10","      25031","     673968","         56.40"
"M&amp;M","EQ","09-Apr-2018","        771.95","        772.00","        788.20","        770.00","        786.00","        786.20","        783.68","    1813902","          1421513463.20","      63475","    1187134","         65.45"
"M&amp;M","EQ","10-Apr-2018","        786.20","        776.50","        785.00","        768.40","        779.00","        777.60","        775.00","    2193150","          1699696502.90","     118863","    1223768","         55.80"
"M&amp;M","EQ","11-Apr-2018","        777.60","        781.50","        790.60","        773.95","        787.50","        789.00","        783.72","    1448946","          1135564828.00","      32473","     851859","         58.79"
"M&amp;M","EQ","12-Apr-2018","        789.00","        789.45","        794.60","        780.65","        788.00","        787.85","        786.47","    1146053","           901338777.10","      36428","     606864","         52.95"
"M&amp;M","EQ","13-Apr-2018","        787.85","        795.00","        795.50","        783.15","        786.60","        789.60","        791.37","    2183881","          1728258346.30","      55196","    1385366","         63.44"
"M&amp;M","EQ","16-Apr-2018","        789.60","        783.20","        805.00","        783.20","        804.00","        801.45","        797.53","    2896629","          2310136096.25","      77090","    1800136","         62.15"
"M&amp;M","EQ","17-Apr-2018","        801.45","        816.00","        818.80","        806.50","        810.00","        809.35","        811.68","    4339790","          3522531557.20","      99396","    2695943","         62.12"
"M&amp;M","EQ","18-Apr-2018","        809.35","        813.00","        813.00","        795.70","        798.70","        798.30","        801.36","    1503151","          1204563125.35","      59564","     964366","         64.16"
"M&amp;M","EQ","19-Apr-2018","        798.30","        801.40","        804.50","        793.70","        802.70","        801.90","        801.69","    2590266","          2076585190.30","      61106","    2004629","         77.39"
"M&amp;M","EQ","20-Apr-2018","        801.90","        791.90","        804.45","        791.90","        798.15","        799.50","        798.15","    2561105","          2044154500.40","      69113","    2062867","         80.55"
"M&amp;M","EQ","23-Apr-2018","        799.50","        803.90","        833.80","        800.05","        823.05","        824.30","        819.87","    2751312","          2255725375.85","      73505","    1444774","         52.51"
"M&amp;M","EQ","24-Apr-2018","        824.30","        823.90","        844.00","        822.10","        839.70","        838.55","        833.60","    2872669","          2394652822.45","      49465","    1820368","         63.37"
"M&amp;M","EQ","25-Apr-2018","        838.55","        842.00","        862.50","        838.55","        853.00","        853.85","        849.88","    3602302","          3061541531.40","      81330","    1926409","         53.48"
"M&amp;M","EQ","26-Apr-2018","        853.85","        859.00","        868.75","        851.00","        853.50","        858.15","        859.24","    5461957","          4693141689.75","      79080","    3019386","         55.28"
"M&amp;M","EQ","27-Apr-2018","        858.15","        859.90","        866.80","        851.20","        861.50","        862.70","        861.22","    1087577","           936643595.95","      39945","     486538","         44.74"
"M&amp;M","EQ","30-Apr-2018","        862.70","        864.40","        878.95","        864.10","        873.05","        873.30","        872.56","    1137366","           992424195.40","      39070","     511716","         44.99"
"M&amp;M","EQ","02-May-2018","        873.30","        879.50","        879.80","        861.00","        863.50","        863.15","        868.86","    1341643","          1165705111.25","      39897","     634908","         47.32"
"M&amp;M","EQ","03-May-2018","        863.15","        863.00","        875.50","        851.60","        861.45","        865.10","        865.95","    2126154","          1841132735.80","      53132","    1286216","         60.49"
"M&amp;M","EQ","04-May-2018","        865.10","        864.95","        868.50","        852.35","        855.10","        854.30","        858.07","     961238","           824812584.95","      45764","     561141","         58.38"
"M&amp;M","EQ","07-May-2018","        854.30","        862.00","        887.90","        858.50","        886.50","        885.60","        876.34","    1916654","          1679634790.05","      43741","     992761","         51.80"
"M&amp;M","EQ","08-May-2018","        885.60","        886.00","        886.50","        859.50","        865.25","        865.30","        866.65","    1834833","          1590160180.95","      39961","    1123090","         61.21"
"M&amp;M","EQ","09-May-2018","        865.30","        865.00","        868.65","        853.75","        863.50","        860.10","        860.98","    1630905","          1404182244.35","      46136","    1013707","         62.16"
"M&amp;M","EQ","10-May-2018","        860.10","        860.00","        872.75","        852.15","        853.40","        856.50","        864.84","    1369399","          1184310384.35","      45936","     716656","         52.33"
"M&amp;M","EQ","11-May-2018","        856.50","        857.95","        872.80","        848.85","        865.15","        869.10","        861.17","    1304682","          1123551347.35","      50727","     593797","         45.51"
"M&amp;M","EQ","14-May-2018","        869.10","        872.00","        874.00","        850.00","        850.05","        852.65","        856.82","    1492933","          1279176903.55","      49092","     958205","         64.18"
"M&amp;M","EQ","15-May-2018","        852.65","        853.90","        865.00","        837.10","        849.50","        847.05","        854.40","    2060487","          1760477471.45","      45229","    1293296","         62.77"
"M&amp;M","EQ","16-May-2018","        847.05","        845.50","        857.75","        834.20","        854.50","        853.10","        847.83","    1559853","          1322490885.35","      48094","     759620","         48.70"
"M&amp;M","EQ","17-May-2018","        853.10","        855.05","        859.50","        846.00","        847.50","        849.00","        851.18","    1065979","           907339066.45","      49910","     674894","         63.31"
"M&amp;M","EQ","18-May-2018","        849.00","        848.25","        853.80","        828.05","        836.05","        836.00","        839.34","    1983383","          1664726416.70","      54191","    1313403","         66.22"
"M&amp;M","EQ","21-May-2018","        836.00","        834.00","        847.25","        821.60","        823.00","        825.95","        834.01","    1670673","          1393359340.65","      59296","     996471","         59.64"
"M&amp;M","EQ","22-May-2018","        825.95","        822.20","        837.00","        812.25","        830.00","        830.20","        826.39","    1937535","          1601150680.30","      74497","    1041331","         53.75"
"M&amp;M","EQ","23-May-2018","        830.20","        828.10","        835.50","        820.55","        831.35","        831.80","        828.65","    1315364","          1089982831.30","      52023","     608906","         46.29"
"M&amp;M","EQ","24-May-2018","        831.80","        837.00","        847.80","        831.90","        842.60","        843.05","        841.56","    1394760","          1173773495.60","      38931","     501308","         35.94"
"M&amp;M","EQ","25-May-2018","        843.05","        845.00","        860.95","        844.00","        860.00","        857.70","        854.71","    2069467","          1768788075.80","      63280","    1348661","         65.17"
"M&amp;M","EQ","28-May-2018","        857.70","        862.40","        864.65","        845.05","        851.00","        849.95","        851.99","    3096495","          2638178797.00","      45291","    1933384","         62.44"
"M&amp;M","EQ","29-May-2018","        849.95","        854.00","        875.70","        850.00","        874.95","        870.25","        862.32","    4666224","          4023793933.35","      99185","    1146432","         24.57"
"M&amp;M","EQ","30-May-2018","        870.25","        879.00","        901.00","        875.05","        894.50","        897.95","        891.39","    8212884","          7320843042.70","     174179","    2746380","         33.44"
"M&amp;M","EQ","31-May-2018","        897.95","        900.00","        933.50","        891.00","        924.00","        922.95","        914.31","    9417129","          8610195782.90","     174526","    4574513","         48.58"
"M&amp;M","EQ","01-Jun-2018","        922.95","        922.50","        927.50","        897.05","        901.65","        901.60","        912.31","    3431462","          3130552826.00","     111901","    1179262","         34.37"
"M&amp;M","EQ","04-Jun-2018","        901.60","        908.00","        918.35","        906.00","        913.00","        914.50","        913.81","    3364222","          3074243037.25","     102898","    1693908","         50.35"
"M&amp;M","EQ","05-Jun-2018","        914.50","        912.00","        915.90","        898.50","        905.80","        901.30","        906.51","    1836194","          1664521623.00","      76536","    1027280","         55.95"
"M&amp;M","EQ","06-Jun-2018","        901.30","        902.40","        917.10","        896.85","        914.25","        914.30","        909.52","    2102493","          1912266880.95","      76100","     970692","         46.17"
"M&amp;M","EQ","07-Jun-2018","        914.30","        919.00","        927.95","        916.00","        918.95","        920.30","        921.76","    2668799","          2460002992.25","     112432","    1597076","         59.84"
"M&amp;M","EQ","08-Jun-2018","        920.30","        917.00","        917.65","        903.10","        908.60","        911.65","        909.67","    1335422","          1214788311.70","      46244","     649609","         48.64"
"M&amp;M","EQ","11-Jun-2018","        911.65","        912.20","        920.00","        910.00","        915.00","        916.85","        916.44","    1747134","          1601146937.75","      86672","    1214193","         69.50"
"M&amp;M","EQ","12-Jun-2018","        916.85","        920.00","        926.40","        914.05","        916.00","        917.60","        920.42","    2032546","          1870787897.50","      73164","    1122266","         55.21"
"M&amp;M","EQ","13-Jun-2018","        917.60","        918.00","        921.40","        914.75","        915.00","        917.65","        918.25","    1353228","          1242600338.65","      78477","     884968","         65.40"
"M&amp;M","EQ","14-Jun-2018","        917.65","        914.10","        925.00","        909.55","        922.55","        922.05","        918.47","    1385264","          1272320670.45","      53952","     938681","         67.76"
"M&amp;M","EQ","15-Jun-2018","        922.05","        922.55","        924.40","        902.85","        908.35","        909.45","        910.78","    2619109","          2385424534.05","      75116","    1942503","         74.17"
"M&amp;M","EQ","18-Jun-2018","        909.45","        915.00","        921.05","        909.00","        914.50","        913.90","        915.64","    1496081","          1369870184.90","      70627","     883020","         59.02"
"M&amp;M","EQ","19-Jun-2018","        913.90","        915.00","        915.05","        886.00","        893.00","        891.40","        898.84","    1878313","          1688298963.10","      80678","    1027236","         54.69"
